[ 2020-03-21T12:32:34+08:00 ] 0.0.0.0 /book/
INFO: [ app_begin ] --START--
INFO: ReadHtmlCache Behavior ::run [ RunTime:0.000894s ]
INFO: [ app_begin ] --END-- [ RunTime:0.000996s ]
SQL: SELECT * FROM `book_siteset` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000532s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000417s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000422s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='37' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000625s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000568s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000410s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='38' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000535s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000409s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000456s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='39' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000511s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000428s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000384s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='41' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000639s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000553s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000718s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='42' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000573s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000422s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000419s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='43' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000561s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000544s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000484s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='44' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000562s ]
INFO: [ view_parse ] --START--
SQL: SHOW COLUMNS FROM `book_letter` [ RunTime:0.005722s ]
NOTIC: [8] Undefined index: user_name D:\wamp\www\book\index\Lib\Model\LetterModel.class.php 第 23 行.
SQL: SELECT COUNT(letter_id) AS tp_count FROM `book_letter` WHERE ( `letter_to` = null ) AND ( `status` = 0 ) LIMIT 1   [ RunTime:0.000616s ]
SQL: SHOW COLUMNS FROM `book_menu` [ RunTime:0.005515s ]
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='header' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000572s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=0 and status=1 ) ORDER BY ordernum asc  [ RunTime:0.000485s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 27 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [8] Undefined index: chapter_id D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 137 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='footer' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000450s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 48 行.
INFO: ParseTemplate Behavior ::run [ RunTime:0.035268s ]
INFO: [ view_parse ] --END-- [ RunTime:0.035383s ]
INFO: [ view_filter ] --START--
INFO: ContentReplace Behavior ::run [ RunTime:0.001054s ]
INFO: TokenBuild Behavior ::run [ RunTime:0.001148s ]
INFO: WriteHtmlCache Behavior ::run [ RunTime:0.001073s ]
INFO: ShowRuntime Behavior ::run [ RunTime:0.001187s ]
INFO: [ view_filter ] --END-- [ RunTime:0.005022s ]
INFO: [ view_end ] --START--
INFO: ShowPageTrace Behavior ::run [ RunTime:0.001988s ]
INFO: [ view_end ] --END-- [ RunTime:0.002120s ]

[ 2020-03-21T14:53:28+08:00 ] 0.0.0.0 /book/index.php/booksear/index/p/2.html
INFO: [ route_check ] --START--
INFO: CheckRoute Behavior ::run [ RunTime:0.001886s ]
INFO: [ route_check ] --END-- [ RunTime:0.002134s ]
INFO: [ app_begin ] --START--
INFO: ReadHtmlCache Behavior ::run [ RunTime:0.000919s ]
INFO: [ app_begin ] --END-- [ RunTime:0.001082s ]
SQL: SHOW COLUMNS FROM `book_cats` [ RunTime:0.007778s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=0 )  [ RunTime:0.000684s ]
SQL: SHOW COLUMNS FROM `book_book` [ RunTime:0.006611s ]
SQL: SELECT `tags` FROM `book_book`  [ RunTime:0.000760s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=1 )  [ RunTime:0.000779s ]
NOTIC: [8] Undefined index: type D:\wamp\www\book\index\Lib\Action\BooksearAction.class.php 第 27 行.
NOTIC: [8] Undefined index: val D:\wamp\www\book\index\Lib\Action\BooksearAction.class.php 第 28 行.
SQL: SELECT COUNT(*) AS tp_count FROM `book_book` LIMIT 1   [ RunTime:0.001002s ]
SQL: SELECT * FROM `book_book` ORDER BY update_time desc LIMIT 10,10   [ RunTime:0.001315s ]
SQL: SHOW COLUMNS FROM `book_user` [ RunTime:0.006359s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000545s ]
SQL: SHOW COLUMNS FROM `book_cats` [ RunTime:0.007055s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='2' ) LIMIT 1   [ RunTime:0.000625s ]
SQL: SHOW COLUMNS FROM `book_chapter` [ RunTime:0.007723s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='34' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000916s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000615s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='2' ) LIMIT 1   [ RunTime:0.000895s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='35' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000946s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000716s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='4' ) LIMIT 1   [ RunTime:0.000484s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='36' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000916s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000575s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000558s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='37' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000574s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000408s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000482s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='38' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000507s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000381s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000427s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='39' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000493s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000499s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000590s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='41' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000920s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000524s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000414s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='42' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000611s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000402s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000445s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='43' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000753s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000396s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000402s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='44' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000600s ]
INFO: [ view_parse ] --START--
SQL: SHOW COLUMNS FROM `book_letter` [ RunTime:0.007463s ]
NOTIC: [8] Undefined index: user_name D:\wamp\www\book\index\Lib\Model\LetterModel.class.php 第 23 行.
SQL: SELECT COUNT(letter_id) AS tp_count FROM `book_letter` WHERE ( `letter_to` = null ) AND ( `status` = 0 ) LIMIT 1   [ RunTime:0.000589s ]
SQL: SHOW COLUMNS FROM `book_menu` [ RunTime:0.006175s ]
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='header' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000543s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=0 and status=1 ) ORDER BY ordernum asc  [ RunTime:0.000560s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 27 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [8] Undefined index: chapter_id D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 137 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='footer' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000582s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 48 行.
INFO: ParseTemplate Behavior ::run [ RunTime:0.037858s ]
INFO: [ view_parse ] --END-- [ RunTime:0.037946s ]
INFO: [ view_filter ] --START--
INFO: ContentReplace Behavior ::run [ RunTime:0.001153s ]
INFO: TokenBuild Behavior ::run [ RunTime:0.001056s ]
INFO: WriteHtmlCache Behavior ::run [ RunTime:0.000931s ]
INFO: ShowRuntime Behavior ::run [ RunTime:0.000949s ]
INFO: [ view_filter ] --END-- [ RunTime:0.004466s ]
INFO: [ view_end ] --START--
INFO: ShowPageTrace Behavior ::run [ RunTime:0.001102s ]
INFO: [ view_end ] --END-- [ RunTime:0.001193s ]

[ 2020-03-21T14:53:29+08:00 ] 0.0.0.0 /book/index.php/booksear/index/p/2.html
INFO: [ route_check ] --START--
INFO: CheckRoute Behavior ::run [ RunTime:0.000765s ]
INFO: [ route_check ] --END-- [ RunTime:0.000873s ]
INFO: [ app_begin ] --START--
INFO: ReadHtmlCache Behavior ::run [ RunTime:0.000537s ]
INFO: [ app_begin ] --END-- [ RunTime:0.000638s ]
SQL: SHOW COLUMNS FROM `book_cats` [ RunTime:0.008061s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=0 )  [ RunTime:0.000617s ]
SQL: SHOW COLUMNS FROM `book_book` [ RunTime:0.006176s ]
SQL: SELECT `tags` FROM `book_book`  [ RunTime:0.000567s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=1 )  [ RunTime:0.000633s ]
NOTIC: [8] Undefined index: type D:\wamp\www\book\index\Lib\Action\BooksearAction.class.php 第 27 行.
NOTIC: [8] Undefined index: val D:\wamp\www\book\index\Lib\Action\BooksearAction.class.php 第 28 行.
SQL: SELECT COUNT(*) AS tp_count FROM `book_book` LIMIT 1   [ RunTime:0.000711s ]
SQL: SELECT * FROM `book_book` ORDER BY update_time desc LIMIT 10,10   [ RunTime:0.000658s ]
SQL: SHOW COLUMNS FROM `book_user` [ RunTime:0.005591s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000565s ]
SQL: SHOW COLUMNS FROM `book_cats` [ RunTime:0.008912s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='2' ) LIMIT 1   [ RunTime:0.000539s ]
SQL: SHOW COLUMNS FROM `book_chapter` [ RunTime:0.005435s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='34' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000569s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000393s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='2' ) LIMIT 1   [ RunTime:0.000420s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='35' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000550s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000715s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='4' ) LIMIT 1   [ RunTime:0.000644s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='36' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000870s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000460s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000429s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='37' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000512s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000480s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000472s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='38' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000627s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000421s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000379s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='39' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000548s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000414s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000370s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='41' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000519s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000405s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000408s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='42' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000506s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000718s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000684s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='43' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000694s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000405s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000392s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='44' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000559s ]
INFO: [ view_parse ] --START--
SQL: SHOW COLUMNS FROM `book_letter` [ RunTime:0.006420s ]
NOTIC: [8] Undefined index: user_name D:\wamp\www\book\index\Lib\Model\LetterModel.class.php 第 23 行.
SQL: SELECT COUNT(letter_id) AS tp_count FROM `book_letter` WHERE ( `letter_to` = null ) AND ( `status` = 0 ) LIMIT 1   [ RunTime:0.000548s ]
SQL: SHOW COLUMNS FROM `book_menu` [ RunTime:0.007020s ]
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='header' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000652s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=0 and status=1 ) ORDER BY ordernum asc  [ RunTime:0.000528s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 27 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 134 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 149 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 152 行.
